6.925824351042796367e-01,7.580466064835363893e-01,2.357212760682999009e-01,2.416701143650817063e-01,8.095238095285712809e-01,6.316535504736626727e-01,4.826800000000000000e+05
8.848991219678126185e-01,9.610270669669126464e-01,2.772061337347387355e-01,2.416701143650817063e-01,8.571428571428572063e-01,7.944043171215952048e-01,4.821490000000000000e+05
7.627824903799136358e-01,5.638807658088718089e-01,5.411502364468607773e-01,2.297570850202429182e-01,3.333333333285715128e-01,6.619488239486374104e-01,1.006630000000000000e+05
8.834321916788910878e-01,6.142257366042372935e-01,5.039139415622052587e-01,2.935222672064777272e-01,1.904761904714284970e-01,7.415915839283302446e-01,1.007060000000000000e+05
3.909050322086867757e-01,6.767251661222724035e-01,7.344102024753230706e-01,2.510121457489878360e-01,1.428571428571427937e-01,4.664192924546263774e-01,1.007510000000000000e+05
9.090078023683483277e-01,3.145933816704031272e-01,2.671530859267146063e-01,1.740890688259109087e-01,9.047619047571429096e-01,6.915429413310332230e-01,1.008300000000000000e+05
5.807768352573505766e-01,8.107776860868068924e-01,7.527235428516541038e-01,2.813765182186234726e-01,0.000000000000000000e+00,6.089279723604529293e-01,1.008580000000000000e+05
9.757850203031656067e-01,7.469827226636857054e-01,6.942973461097391441e-01,2.459514170040485725e-01,1.428571428571427937e-01,8.409699378979954565e-01,1.009370000000000000e+05
9.775070689032038240e-01,6.131171754887493330e-01,4.668141196092725487e-01,1.973684210526315819e-01,8.095238095285712809e-01,8.087783160108230618e-01,1.014350000000000000e+05
8.479282267151391217e-01,3.121509854671322692e-01,2.823606404686954674e-01,1.771255060728744724e-01,7.142857142857143016e-01,6.492556708157958267e-01,1.014800000000000000e+05
9.938559006739374757e-01,4.892457554147723320e-01,3.961560693019429147e-01,1.325910931174089091e-01,7.619047619000001159e-01,7.842343795946632445e-01,1.015410000000000000e+05
9.921551119331589730e-01,2.702994431751852833e-01,5.723279205731793828e-01,3.127530364372469451e-01,7.619047619000001159e-01,7.739245421580867035e-01,1.016480000000000000e+05
9.695984012585836531e-01,5.630791595622712808e-01,4.788018900323738891e-01,2.044534412955465452e-01,6.190476190428572112e-01,7.912526829816735052e-01,1.016930000000000000e+05
9.454046814210089744e-01,5.930723333996389401e-01,4.809924727021978041e-01,1.771255060728744724e-01,5.714285714285713969e-01,7.788508128622441129e-01,1.017090000000000000e+05
8.831983332270340048e-01,4.301186366288339835e-01,3.124912472506441441e-01,1.892712550607287270e-01,8.095238095285712809e-01,6.991007293584593496e-01,1.018790000000000000e+05
9.372196356060122913e-01,8.751588341853535624e-01,7.793185645721313337e-01,2.854251012145748723e-01,1.904761904714284970e-01,8.526512352023035701e-01,1.020490000000000000e+05
7.660139889873929242e-01,4.567050056610124642e-01,3.473272563859526318e-01,2.095141700404858365e-01,5.714285714285713969e-01,6.285513435111483860e-01,1.020940000000000000e+05
9.739141526883091649e-01,6.727665643184836952e-01,6.398816401688404154e-01,2.651821862348178183e-01,4.285714285714286031e-01,8.295738891780387592e-01,1.022340000000000000e+05
9.974913366073516752e-01,5.477431774005836473e-02,2.104215963414317048e-01,1.133603238866396634e-01,9.523809523857142967e-01,6.926630003783187384e-01,1.022610000000000000e+05
6.563131152071772778e-01,1.476041691154934554e-01,3.411268156005786145e-01,1.923076923076922906e-01,8.095238095285712809e-01,5.100849741711044327e-01,1.023680000000000000e+05
9.936645619405999330e-01,5.873080906387051492e-01,4.863778321943380556e-01,3.016194331983805821e-01,8.095238095285712809e-01,8.220477778716458461e-01,1.026690000000000000e+05
1.828135297744329923e-01,6.549998372515912770e-01,6.294337241426302132e-01,2.793522267206477450e-01,2.380952380999998841e-01,3.242261590436560370e-01,1.041510000000000000e+05
9.625826477028721628e-01,7.770952877512828927e-01,6.179204757894115607e-01,4.382591093117408909e-01,9.523809524285709038e-02,8.380438434750672183e-01,1.045860000000000000e+05
5.329421519229542437e-01,5.714087916011327817e-01,5.208123103694086709e-01,2.145748987854251000e-01,6.190476190428572112e-01,5.241139939550352178e-01,1.053300000000000000e+05
9.894125900886535652e-01,6.798757064984759513e-01,4.177155921234976810e-01,1.781376518218623362e-01,2.857142857142856984e-01,8.065325528897562268e-01,1.055890000000000000e+05
9.904543231923804703e-01,5.495021010227457703e-01,5.197132684673180236e-01,1.356275303643724728e-01,6.666666666714284872e-01,8.043462857714631653e-01,1.058990000000000000e+05
8.200990709441503546e-01,3.709414295918932458e-01,1.953892719014310164e-01,1.740890688259109087e-01,5.238095238142855825e-01,6.266965678942727491e-01,1.062450000000000000e+05
9.887747943108616822e-01,6.460891341086968387e-01,5.193462161874040639e-01,1.983805668016194179e-01,4.761904761857143065e-01,8.182450681281553395e-01,1.063420000000000000e+05
5.591980781087229069e-01,7.502690159615748033e-01,6.561110354114682019e-01,2.631578947368420907e-01,1.904761904714284970e-01,5.780957784265952082e-01,1.063970000000000000e+05
8.026447264919106539e-01,3.498248457878814222e-01,3.865831083754774355e-01,1.528340080971659909e-01,4.761904761857143065e-01,6.313694701545570220e-01,1.064580000000000000e+05
8.152093033144121037e-01,3.696415826475853428e-01,4.151082103068935991e-01,1.761133603238866363e-01,7.142857142857143016e-01,6.540370076261206034e-01,1.064670000000000000e+05
9.813763632884749954e-01,6.536817396349635656e-01,5.723279205731793828e-01,2.479757085020242724e-01,9.047619047571429096e-01,8.358275222482274280e-01,1.065460000000000000e+05
8.040053574845335005e-01,5.755397301738933713e-01,4.243473197665668106e-01,1.973684210526315819e-01,5.714285714285713969e-01,6.816228889247231137e-01,1.067040000000000000e+05
9.845440823181750289e-01,5.799756726892679737e-01,3.418574614737821538e-01,1.831983805668015997e-01,9.047619047571429096e-01,7.950114930998756213e-01,1.067130000000000000e+05
9.067542572868168005e-01,7.996227809016142052e-01,6.714774907784397673e-01,2.125506072874493724e-01,2.857142857142856984e-01,8.067099263832586686e-01,1.070440000000000000e+05
9.330739630503646076e-01,3.563652843424753858e-01,3.049467694020815411e-01,1.781376518218623362e-01,8.095238095285712809e-01,7.158644638539121141e-01,1.070710000000000000e+05
9.632629631991835861e-01,9.064648095024581131e-01,7.352021352922590847e-01,2.894736842105263275e-01,2.857142857142856984e-01,8.724305809160712855e-01,1.071410000000000000e+05
9.687267470289346871e-01,7.361206258133647928e-01,6.478033872782005265e-01,2.014170040485829816e-01,3.333333333285715128e-01,8.323961000536245214e-01,1.075120000000000000e+05
9.888173140293811114e-01,5.516195999598672017e-01,5.054998937010497517e-01,1.366396761133603088e-01,6.190476190428572112e-01,8.007664067818193177e-01,1.075580000000000000e+05
9.902417245997831019e-01,6.836103670704352098e-01,4.248592716346420994e-01,1.487854251012145634e-01,8.095238095285712809e-01,8.219253973743398944e-01,1.078770000000000000e+05
9.447668856432170914e-01,2.571995804789621864e-01,3.040510624677326135e-01,1.852226720647773273e-01,8.095238095285712809e-01,7.058827666828919600e-01,1.079830000000000000e+05
8.625337500265748414e-01,2.366202626150254451e-01,1.966405646277735175e-01,1.244939271255060542e-01,7.142857142857143016e-01,6.324663050018217714e-01,1.080920000000000000e+05
8.617896549524841632e-01,8.437866144911921884e-01,7.030023123732855872e-01,3.178137651821862364e-01,3.809523809571426778e-01,7.981780389291333044e-01,1.097850000000000000e+05
9.089652826498288984e-01,9.025007422070339125e-01,7.184666581263883245e-01,2.338056680161943179e-01,2.857142857142856984e-01,8.328271482635768441e-01,1.100970000000000000e+05
8.776495099602440453e-01,6.157912294403147246e-01,6.342766135160617935e-01,2.449392712550607087e-01,8.571428571428572063e-01,7.695918938595154302e-01,1.103610000000000000e+05
9.396219997023619319e-01,8.546329785093828013e-01,7.169329209792636437e-01,3.572874493927125084e-01,3.333333333285715128e-01,8.512384006847908413e-01,1.104130000000000000e+05
5.574760295086846895e-01,8.535505743757442199e-01,5.505160810013546291e-01,3.481781376518218729e-01,5.238095238142855825e-01,5.972388034391373779e-01,1.105290000000000000e+05
6.797414801114016747e-01,7.723003172726210508e-01,6.115848510220248668e-01,2.783400809716599089e-01,7.619047619000001159e-01,6.696329546991226511e-01,1.105380000000000000e+05
2.993175585177626497e-01,7.692963077585457388e-01,5.595652052674611188e-01,2.925101214574898911e-01,7.619047619000001159e-01,4.252333330366062092e-01,1.105650000000000000e+05
3.537427982226758472e-01,7.993741658102958558e-01,6.360223006354693842e-01,2.965587044534412908e-01,8.095238095285712809e-01,4.750177638249009071e-01,1.105830000000000000e+05
4.483279120692221786e-01,7.236589410511242715e-01,4.337753812075643145e-01,2.925101214574898911e-01,1.000000000000000000e+00,5.030431162063593309e-01,1.106170000000000000e+05
4.378680613134341426e-01,8.841129875158023621e-01,9.146718875941153293e-01,3.997975708502023995e-01,9.523809524285709038e-02,5.597129753053594614e-01,1.106440000000000000e+05
5.009248038777984746e-01,8.758986109335362702e-01,9.692687729998982205e-01,3.866396761133603088e-01,3.333333333285715128e-01,6.101515281768762344e-01,1.106530000000000000e+05
6.052044135467823383e-01,7.106411559791234733e-01,7.299637738022544120e-01,3.147773279352226727e-01,5.714285714285713969e-01,6.219412123787664282e-01,1.106710000000000000e+05
5.892595191019835976e-01,8.372991508743119482e-01,9.045924454802063419e-01,3.481781376518218729e-01,0.000000000000000000e+00,6.398115357600051567e-01,1.107050000000000000e+05
6.672194230074197652e-01,8.359517091794731458e-01,8.194113744072438754e-01,2.732793522267206177e-01,5.238095238142855825e-01,6.897535406671588820e-01,1.107140000000000000e+05
9.786976210217488426e-01,8.598462261382673333e-01,6.329326514111875968e-01,6.427125506072873806e-01,4.285714285714286031e-01,8.847869376265030672e-01,1.111880000000000000e+05
9.601590237472628075e-01,8.371245727498751732e-01,6.161229100250031898e-01,2.479757085020242724e-01,6.190476190428572112e-01,8.519068667840695719e-01,1.120750000000000000e+05
9.819928992070072749e-01,7.286243846941596880e-01,4.337781316622559835e-01,1.700404858299595090e-01,9.047619047571429096e-01,8.295843983658103271e-01,1.120840000000000000e+05
9.675787146289092089e-01,7.856975765774145692e-01,5.941799906787591512e-01,3.421052631578946901e-01,5.714285714285713969e-01,8.485198965729302545e-01,1.136980000000000000e+05
8.361715245445074940e-01,6.090199191146798974e-01,4.110130877185990128e-01,1.882591093117408909e-01,8.571428571428572063e-01,7.138859282187056676e-01,1.157550000000000000e+05
8.918723558050045686e-01,6.672575286683775087e-01,6.427181516503533976e-01,3.552631578947368363e-01,6.666666666714284872e-01,7.889697395231445309e-01,1.171400000000000000e+05
9.772519505920870264e-01,9.108651562339882268e-01,5.946630154361955967e-01,2.358299595141700178e-01,3.333333333285715128e-01,8.644723764101468477e-01,1.177510000000000000e+05
8.714841507749218064e-01,8.825994070498058841e-01,8.435823963187601970e-01,3.846153846153845812e-01,0.000000000000000000e+00,8.198497716050573425e-01,1.179460000000000000e+05
9.851180985181877681e-01,6.168385672376849316e-01,3.877938245354006774e-01,3.340080971659918907e-01,7.619047619000001159e-01,8.110039531355529574e-01,1.186930000000000000e+05
9.751897442438930419e-01,6.501518526823131250e-01,4.986202217657091929e-01,3.410931174089068540e-01,1.000000000000000000e+00,8.305054663057854780e-01,1.201840000000000000e+05
9.668558794140782453e-01,6.706736953041371185e-01,4.557019299163788117e-01,3.137651821862348367e-01,7.619047619000001159e-01,8.157893875461122990e-01,1.208650000000000000e+05
9.186385186130068270e-01,8.163136681082719948e-01,6.209676199921713158e-01,4.939271255060728727e-01,2.380952380999998841e-01,8.247749223035782951e-01,1.208830000000000000e+05
9.468290919914109649e-01,9.200268263659026058e-01,8.200041036532661476e-01,3.309716599190283270e-01,1.904761904714284970e-01,8.736774042276751473e-01,1.213090000000000000e+05
4.348491612985522226e-01,7.898349287286334786e-01,7.282373044179943911e-01,3.147773279352226727e-01,4.285714285714286031e-01,5.248393232756849436e-01,1.224090000000000000e+05
9.909432999553542398e-01,6.552310134941199404e-01,2.900846045785970273e-01,7.085020242914980004e-02,3.333333333285715128e-01,7.842645712045498430e-01,1.224540000000000000e+05
4.636350107362289252e-01,6.772626073924538082e-01,4.858513609264029087e-01,2.965587044534412908e-01,8.095238095285712809e-01,5.051486258573205657e-01,1.225970000000000000e+05
8.667857218785212092e-01,7.911887343383391391e-01,7.538763030035438018e-01,4.392712550607287270e-01,1.904761904714284970e-01,7.987434795272168042e-01,1.226120000000000000e+05
9.790165189106447841e-01,7.612519947837999013e-01,5.075218934319327690e-01,2.125506072874493724e-01,6.190476190428572112e-01,8.360141127326776722e-01,1.227280000000000000e+05
4.540255543508302516e-01,8.023625786772711210e-01,5.006603742880119112e-01,3.744939271255060542e-01,7.142857142857143016e-01,5.243758762230903425e-01,1.227550000000000000e+05
9.791228182069434682e-01,7.232603633597524118e-01,4.555683063319210246e-01,1.629554655870445457e-01,7.142857142857143016e-01,8.235185723389160106e-01,1.234570000000000000e+05
9.362842017985840704e-01,8.146615221271904517e-01,7.116925128447786353e-01,4.190283400809716730e-01,2.857142857142856984e-01,8.433413014169764965e-01,1.235540000000000000e+05
8.239896251886812406e-01,7.662501078193136861e-01,5.842480443585336136e-01,2.834008097165992002e-01,8.095238095285712809e-01,7.575580523422351664e-01,1.235720000000000000e+05
9.571613835916406021e-01,8.101324630134526528e-01,5.720308030820426826e-01,2.145748987854251000e-01,5.714285714285713969e-01,8.370900101479697986e-01,1.236510000000000000e+05
9.958543274443523163e-01,3.681912544891705052e-01,7.395954276229399493e-01,2.416701143650817063e-01,9.047619047571429096e-01,8.130560337819293659e-01,1.239520000000000000e+05
9.733613963475561404e-01,9.072547921188330866e-01,8.658331034872047693e-01,3.107287449392712730e-01,0.000000000000000000e+00,8.867992844081146186e-01,1.257270000000000000e+05
9.721283245104916926e-01,7.023826236352966879e-01,5.432580052244544433e-01,2.834008097165992002e-01,6.190476190428572112e-01,8.290554330935642202e-01,1.258970000000000000e+05
7.783021876395178618e-01,7.149558532640336583e-01,4.442165111796403387e-01,5.688259109311740724e-01,5.714285714285713969e-01,7.120009958275025364e-01,1.265620000000000000e+05
8.119352849884133860e-01,8.094272995051545738e-01,4.851429639262348492e-01,2.388663967611335814e-01,5.714285714285713969e-01,7.372032802979067156e-01,1.265800000000000000e+05
4.595956374768799257e-01,8.240565419700236482e-01,7.618916012997191123e-01,3.076923076923077094e-01,4.761904761428570332e-02,5.390442503253826123e-01,1.266140000000000000e+05
5.229287582116206590e-01,8.368309900284648384e-01,6.946020620339271590e-01,2.702429149797570540e-01,2.857142857142856984e-01,5.781783033606024969e-01,1.268180000000000000e+05
9.188511172056040843e-01,5.991362761204542808e-01,3.761889230801046535e-01,1.659919028340080815e-01,6.666666666714284872e-01,7.534251170442495260e-01,1.271850000000000000e+05
8.152305631736718183e-01,4.613164144970693936e-01,2.777167540750465347e-01,1.720647773279352089e-01,9.523809523857142967e-01,6.611895231226194714e-01,1.275560000000000000e+05
5.396390075897696814e-01,4.725073746239411010e-01,2.298637293297642326e-01,2.125506072874493724e-01,9.523809523857142967e-01,4.869345797417087840e-01,1.275650000000000000e+05
7.983927546399642861e-01,7.650322200974538633e-01,4.756653884056667447e-01,2.165991902834007998e-01,7.619047619000001159e-01,7.240124756829667829e-01,1.277410000000000000e+05
8.960818079384313961e-01,7.458609775854855295e-01,6.349483357872087730e-01,3.593117408906882360e-01,5.238095238142855825e-01,8.008027710658389697e-01,1.279180000000000000e+05
9.078810298275825641e-01,4.260765350392832773e-01,3.261252167965308368e-01,1.882591093117408909e-01,9.523809523857142967e-01,7.194469354924251103e-01,1.281060000000000000e+05
9.593086293768735562e-01,7.583234863567678286e-01,4.064501266892278641e-01,1.912955465587044546e-01,8.095238095285712809e-01,8.158987417672804998e-01,1.283910000000000000e+05
7.986691328103407983e-01,7.520570041875875855e-01,5.543281844514568180e-01,2.641700404858299267e-01,7.142857142857143016e-01,7.320118002785718225e-01,1.287710000000000000e+05
